OA21CD,RUC21CD,RUC21NM,Urban_rural_flag,ObjectId
E00183816,UN1,Urban: Nearer to a major town or city,Urban,171915
E00183817,UN1,Urban: Nearer to a major town or city,Urban,171916
E00183818,UN1,Urban: Nearer to a major town or city,Urban,171917
E00183819,UN1,Urban: Nearer to a major town or city,Urban,171918
E00183820,UN1,Urban: Nearer to a major town or city,Urban,171919
E00183821,UN1,Urban: Nearer to a major town or city,Urban,171920
E00183822,UN1,Urban: Nearer to a major town or city,Urban,171921
E00183823,UN1,Urban: Nearer to a major town or city,Urban,171922
E00183824,UN1,Urban: Nearer to a major town or city,Urban,171923
E00183825,UN1,Urban: Nearer to a major town or city,Urban,171924
E00183826,UN1,Urban: Nearer to a major town or city,Urban,171925
E00183827,UN1,Urban: Nearer to a major town or city,Urban,171926
E00183828,UN1,Urban: Nearer to a major town or city,Urban,171927
E00183829,UN1,Urban: Nearer to a major town or city,Urban,171928
E00183830,UN1,Urban: Nearer to a major town or city,Urban,171929
E00183831,UN1,Urban: Nearer to a major town or city,Urban,171930
E00183832,UN1,Urban: Nearer to a major town or city,Urban,171931
E00183833,UN1,Urban: Nearer to a major town or city,Urban,171932
E00183834,UN1,Urban: Nearer to a major town or city,Urban,171933
E00183835,UN1,Urban: Nearer to a major town or city,Urban,171934
E00183836,UN1,Urban: Nearer to a major town or city,Urban,171935
E00183837,UN1,Urban: Nearer to a major town or city,Urban,171936
E00183838,UN1,Urban: Nearer to a major town or city,Urban,171937
E00183709,UN1,Urban: Nearer to a major town or city,Urban,171938
E00183710,UN1,Urban: Nearer to a major town or city,Urban,171939
E00183711,UN1,Urban: Nearer to a major town or city,Urban,171940
E00183712,UN1,Urban: Nearer to a major town or city,Urban,171941
E00183713,UN1,Urban: Nearer to a major town or city,Urban,171942
E00183714,UN1,Urban: Nearer to a major town or city,Urban,171943
E00183715,UN1,Urban: Nearer to a major town or city,Urban,171944
E00183716,UN1,Urban: Nearer to a major town or city,Urban,171945
E00183717,UN1,Urban: Nearer to a major town or city,Urban,171946
E00183718,UN1,Urban: Nearer to a major town or city,Urban,171947
E00183719,UN1,Urban: Nearer to a major town or city,Urban,171948
E00183720,UN1,Urban: Nearer to a major town or city,Urban,171949
E00183721,UN1,Urban: Nearer to a major town or city,Urban,171950
E00183722,UN1,Urban: Nearer to a major town or city,Urban,171951
E00183723,UN1,Urban: Nearer to a major town or city,Urban,171952
E00183724,UN1,Urban: Nearer to a major town or city,Urban,171953
E00183725,UN1,Urban: Nearer to a major town or city,Urban,171954
E00183726,UN1,Urban: Nearer to a major town or city,Urban,171955
E00183727,UN1,Urban: Nearer to a major town or city,Urban,171956
E00183728,UN1,Urban: Nearer to a major town or city,Urban,171957
E00183729,UN1,Urban: Nearer to a major town or city,Urban,171958
E00183730,UN1,Urban: Nearer to a major town or city,Urban,171959
E00183731,UN1,Urban: Nearer to a major town or city,Urban,171960
E00183732,UN1,Urban: Nearer to a major town or city,Urban,171961
E00183733,UN1,Urban: Nearer to a major town or city,Urban,171962
E00183734,UN1,Urban: Nearer to a major town or city,Urban,171963
E00183735,UN1,Urban: Nearer to a major town or city,Urban,171964
E00183736,UN1,Urban: Nearer to a major town or city,Urban,171965
E00183737,UN1,Urban: Nearer to a major town or city,Urban,171966
E00183738,UN1,Urban: Nearer to a major town or city,Urban,171967
E00183606,RLN1,Larger rural: Nearer to a major town or city,Rural,171968
E00183607,RLN1,Larger rural: Nearer to a major town or city,Rural,171969
E00183608,RLN1,Larger rural: Nearer to a major town or city,Rural,171970
E00183609,UF1,Urban: Further from a major town or city,Urban,171971
E00183610,UF1,Urban: Further from a major town or city,Urban,171972
E00183611,RSN1,Smaller rural: Nearer to a major town or city,Rural,171973
E00183612,RSN1,Smaller rural: Nearer to a major town or city,Rural,171974
E00183613,UN1,Urban: Nearer to a major town or city,Urban,171975
E00183614,UN1,Urban: Nearer to a major town or city,Urban,171976
E00183615,UN1,Urban: Nearer to a major town or city,Urban,171977
E00183616,UN1,Urban: Nearer to a major town or city,Urban,171978
E00183617,UN1,Urban: Nearer to a major town or city,Urban,171979
E00183618,UN1,Urban: Nearer to a major town or city,Urban,171980
E00183619,UN1,Urban: Nearer to a major town or city,Urban,171981
E00183620,UN1,Urban: Nearer to a major town or city,Urban,171982
E00183621,UN1,Urban: Nearer to a major town or city,Urban,171983
E00183622,UN1,Urban: Nearer to a major town or city,Urban,171984
E00183623,UN1,Urban: Nearer to a major town or city,Urban,171985
E00183624,UN1,Urban: Nearer to a major town or city,Urban,171986
E00183625,UN1,Urban: Nearer to a major town or city,Urban,171987
E00183626,UN1,Urban: Nearer to a major town or city,Urban,171988
E00183627,UN1,Urban: Nearer to a major town or city,Urban,171989
E00183628,UN1,Urban: Nearer to a major town or city,Urban,171990
E00183629,UN1,Urban: Nearer to a major town or city,Urban,171991
E00183630,UN1,Urban: Nearer to a major town or city,Urban,171992
E00183631,UN1,Urban: Nearer to a major town or city,Urban,171993
E00183632,UN1,Urban: Nearer to a major town or city,Urban,171994
E00183633,UN1,Urban: Nearer to a major town or city,Urban,171995
E00183634,UN1,Urban: Nearer to a major town or city,Urban,171996
E00183635,UN1,Urban: Nearer to a major town or city,Urban,171997
E00183636,UN1,Urban: Nearer to a major town or city,Urban,171998
E00183637,UN1,Urban: Nearer to a major town or city,Urban,171999
E00183638,UN1,Urban: Nearer to a major town or city,Urban,172000
E00184239,UF1,Urban: Further from a major town or city,Urban,172001
E00184240,UN1,Urban: Nearer to a major town or city,Urban,172002
E00184241,UN1,Urban: Nearer to a major town or city,Urban,172003
E00184242,RLN1,Larger rural: Nearer to a major town or city,Rural,172004
E00184243,UN1,Urban: Nearer to a major town or city,Urban,172005
E00184244,UF1,Urban: Further from a major town or city,Urban,172006
E00184245,RLF1,Larger rural: Further from a major town or city,Rural,172007
E00184246,UN1,Urban: Nearer to a major town or city,Urban,172008
E00184339,UN1,Urban: Nearer to a major town or city,Urban,172009
E00184247,UF1,Urban: Further from a major town or city,Urban,172010
E00184248,RSF1,Smaller rural: Further from a major town or city,Rural,172011
E00184039,UN1,Urban: Nearer to a major town or city,Urban,172012
E00184249,UN1,Urban: Nearer to a major town or city,Urban,172013
E00184340,UN1,Urban: Nearer to a major town or city,Urban,172014
E00184250,UN1,Urban: Nearer to a major town or city,Urban,172015
E00184040,UN1,Urban: Nearer to a major town or city,Urban,172016
E00184341,UN1,Urban: Nearer to a major town or city,Urban,172017
E00184251,UN1,Urban: Nearer to a major town or city,Urban,172018
E00184041,UN1,Urban: Nearer to a major town or city,Urban,172019
E00184342,UN1,Urban: Nearer to a major town or city,Urban,172020
E00184343,UN1,Urban: Nearer to a major town or city,Urban,172021
E00184344,UN1,Urban: Nearer to a major town or city,Urban,172022
E00184345,UN1,Urban: Nearer to a major town or city,Urban,172023
E00184346,UN1,Urban: Nearer to a major town or city,Urban,172024
E00184347,UN1,Urban: Nearer to a major town or city,Urban,172025
E00184348,UN1,Urban: Nearer to a major town or city,Urban,172026
E00184349,UN1,Urban: Nearer to a major town or city,Urban,172027
E00184350,UN1,Urban: Nearer to a major town or city,Urban,172028
E00184351,UN1,Urban: Nearer to a major town or city,Urban,172029
E00184352,UN1,Urban: Nearer to a major town or city,Urban,172030
E00184353,UN1,Urban: Nearer to a major town or city,Urban,172031
E00184354,UN1,Urban: Nearer to a major town or city,Urban,172032
E00184355,UN1,Urban: Nearer to a major town or city,Urban,172033
E00184356,UN1,Urban: Nearer to a major town or city,Urban,172034
E00184357,UN1,Urban: Nearer to a major town or city,Urban,172035
E00184358,UN1,Urban: Nearer to a major town or city,Urban,172036
E00184359,UN1,Urban: Nearer to a major town or city,Urban,172037
E00184360,UN1,Urban: Nearer to a major town or city,Urban,172038
E00184361,UN1,Urban: Nearer to a major town or city,Urban,172039
E00184362,UN1,Urban: Nearer to a major town or city,Urban,172040
E00184363,UN1,Urban: Nearer to a major town or city,Urban,172041
E00184364,UN1,Urban: Nearer to a major town or city,Urban,172042
E00184365,UN1,Urban: Nearer to a major town or city,Urban,172043
E00184366,UN1,Urban: Nearer to a major town or city,Urban,172044
E00184367,UN1,Urban: Nearer to a major town or city,Urban,172045
E00184368,UN1,Urban: Nearer to a major town or city,Urban,172046
E00184369,UN1,Urban: Nearer to a major town or city,Urban,172047
E00184370,UN1,Urban: Nearer to a major town or city,Urban,172048
E00184371,UN1,Urban: Nearer to a major town or city,Urban,172049
E00184372,UN1,Urban: Nearer to a major town or city,Urban,172050
E00184373,UN1,Urban: Nearer to a major town or city,Urban,172051
E00184374,UN1,Urban: Nearer to a major town or city,Urban,172052
E00184375,UN1,Urban: Nearer to a major town or city,Urban,172053
E00184376,UN1,Urban: Nearer to a major town or city,Urban,172054
E00184377,UN1,Urban: Nearer to a major town or city,Urban,172055
E00184378,UN1,Urban: Nearer to a major town or city,Urban,172056
E00184379,UN1,Urban: Nearer to a major town or city,Urban,172057
E00184380,UN1,Urban: Nearer to a major town or city,Urban,172058
E00184381,UN1,Urban: Nearer to a major town or city,Urban,172059
E00184382,UN1,Urban: Nearer to a major town or city,Urban,172060
E00184383,UN1,Urban: Nearer to a major town or city,Urban,172061
E00184384,UN1,Urban: Nearer to a major town or city,Urban,172062
E00184385,UN1,Urban: Nearer to a major town or city,Urban,172063
E00184386,UN1,Urban: Nearer to a major town or city,Urban,172064
E00184387,UN1,Urban: Nearer to a major town or city,Urban,172065
E00184388,UN1,Urban: Nearer to a major town or city,Urban,172066
E00184189,RLF1,Larger rural: Further from a major town or city,Rural,172067
E00184289,UF1,Urban: Further from a major town or city,Urban,172068
E00183989,UN1,Urban: Nearer to a major town or city,Urban,172069
E00184139,UN1,Urban: Nearer to a major town or city,Urban,172070
E00184089,UN1,Urban: Nearer to a major town or city,Urban,172071
E00184252,RLF1,Larger rural: Further from a major town or city,Rural,172072
E00184190,UF1,Urban: Further from a major town or city,Urban,172073
E00184090,UN1,Urban: Nearer to a major town or city,Urban,172074
E00184140,UF1,Urban: Further from a major town or city,Urban,172075
E00184042,UN1,Urban: Nearer to a major town or city,Urban,172076
E00184253,UF1,Urban: Further from a major town or city,Urban,172077
E00183990,UN1,Urban: Nearer to a major town or city,Urban,172078
E00184191,RLF1,Larger rural: Further from a major town or city,Rural,172079
E00184091,UN1,Urban: Nearer to a major town or city,Urban,172080
E00184141,UF1,Urban: Further from a major town or city,Urban,172081
E00184043,UN1,Urban: Nearer to a major town or city,Urban,172082
E00184254,RSF1,Smaller rural: Further from a major town or city,Rural,172083
E00184290,UN1,Urban: Nearer to a major town or city,Urban,172084
E00183991,UN1,Urban: Nearer to a major town or city,Urban,172085
E00184291,UF1,Urban: Further from a major town or city,Urban,172086
E00184044,UN1,Urban: Nearer to a major town or city,Urban,172087
E00184255,UF1,Urban: Further from a major town or city,Urban,172088
E00183992,UN1,Urban: Nearer to a major town or city,Urban,172089
E00184142,UF1,Urban: Further from a major town or city,Urban,172090
E00184192,RLN1,Larger rural: Nearer to a major town or city,Rural,172091
E00184092,UN1,Urban: Nearer to a major town or city,Urban,172092
E00184292,UF1,Urban: Further from a major town or city,Urban,172093
E00184045,UN1,Urban: Nearer to a major town or city,Urban,172094
E00184256,UF1,Urban: Further from a major town or city,Urban,172095
E00183993,UN1,Urban: Nearer to a major town or city,Urban,172096
E00184143,UF1,Urban: Further from a major town or city,Urban,172097
E00184193,UN1,Urban: Nearer to a major town or city,Urban,172098
E00184093,UN1,Urban: Nearer to a major town or city,Urban,172099
E00184293,UF1,Urban: Further from a major town or city,Urban,172100
E00184046,UN1,Urban: Nearer to a major town or city,Urban,172101
E00184257,UN1,Urban: Nearer to a major town or city,Urban,172102
E00183994,UN1,Urban: Nearer to a major town or city,Urban,172103
E00184144,UN1,Urban: Nearer to a major town or city,Urban,172104
E00184194,RLN1,Larger rural: Nearer to a major town or city,Rural,172105
E00184094,UN1,Urban: Nearer to a major town or city,Urban,172106
E00184095,UN1,Urban: Nearer to a major town or city,Urban,172107
E00184096,UN1,Urban: Nearer to a major town or city,Urban,172108
E00184097,UN1,Urban: Nearer to a major town or city,Urban,172109
E00184098,UN1,Urban: Nearer to a major town or city,Urban,172110
E00184099,UN1,Urban: Nearer to a major town or city,Urban,172111
E00184100,UN1,Urban: Nearer to a major town or city,Urban,172112
E00184101,UN1,Urban: Nearer to a major town or city,Urban,172113
E00184102,UN1,Urban: Nearer to a major town or city,Urban,172114
E00184103,UN1,Urban: Nearer to a major town or city,Urban,172115
E00184104,UN1,Urban: Nearer to a major town or city,Urban,172116
E00184105,UN1,Urban: Nearer to a major town or city,Urban,172117
E00184106,UN1,Urban: Nearer to a major town or city,Urban,172118
E00184107,UN1,Urban: Nearer to a major town or city,Urban,172119
E00184108,UN1,Urban: Nearer to a major town or city,Urban,172120
E00184109,UN1,Urban: Nearer to a major town or city,Urban,172121
E00184110,UN1,Urban: Nearer to a major town or city,Urban,172122
E00184111,UN1,Urban: Nearer to a major town or city,Urban,172123
E00184112,UN1,Urban: Nearer to a major town or city,Urban,172124
E00184113,UN1,Urban: Nearer to a major town or city,Urban,172125
E00184114,UN1,Urban: Nearer to a major town or city,Urban,172126
E00184115,UN1,Urban: Nearer to a major town or city,Urban,172127
E00184116,UN1,Urban: Nearer to a major town or city,Urban,172128
E00184117,UN1,Urban: Nearer to a major town or city,Urban,172129
E00184118,UN1,Urban: Nearer to a major town or city,Urban,172130
E00184119,UN1,Urban: Nearer to a major town or city,Urban,172131
E00184120,UN1,Urban: Nearer to a major town or city,Urban,172132
E00184121,UN1,Urban: Nearer to a major town or city,Urban,172133
E00184122,UN1,Urban: Nearer to a major town or city,Urban,172134
E00184123,UN1,Urban: Nearer to a major town or city,Urban,172135
E00184124,UN1,Urban: Nearer to a major town or city,Urban,172136
E00184125,UN1,Urban: Nearer to a major town or city,Urban,172137
E00184126,UN1,Urban: Nearer to a major town or city,Urban,172138
E00184127,UN1,Urban: Nearer to a major town or city,Urban,172139
E00184128,UN1,Urban: Nearer to a major town or city,Urban,172140
E00184129,UN1,Urban: Nearer to a major town or city,Urban,172141
E00184130,UN1,Urban: Nearer to a major town or city,Urban,172142
E00184131,UN1,Urban: Nearer to a major town or city,Urban,172143
E00184132,UN1,Urban: Nearer to a major town or city,Urban,172144
E00184133,UN1,Urban: Nearer to a major town or city,Urban,172145
E00184134,UN1,Urban: Nearer to a major town or city,Urban,172146
E00184135,UN1,Urban: Nearer to a major town or city,Urban,172147
E00184136,UN1,Urban: Nearer to a major town or city,Urban,172148
E00184137,UN1,Urban: Nearer to a major town or city,Urban,172149
E00184138,UN1,Urban: Nearer to a major town or city,Urban,172150
E00184195,UN1,Urban: Nearer to a major town or city,Urban,172151
E00184294,UN1,Urban: Nearer to a major town or city,Urban,172152
E00184258,RSF1,Smaller rural: Further from a major town or city,Rural,172153
E00184196,UF1,Urban: Further from a major town or city,Urban,172154
E00184047,UN1,Urban: Nearer to a major town or city,Urban,172155
E00184295,UF1,Urban: Further from a major town or city,Urban,172156
E00184259,UF1,Urban: Further from a major town or city,Urban,172157
E00184197,UF1,Urban: Further from a major town or city,Urban,172158
E00184048,UN1,Urban: Nearer to a major town or city,Urban,172159
E00184296,UF1,Urban: Further from a major town or city,Urban,172160
E00184297,UN1,Urban: Nearer to a major town or city,Urban,172161
E00184298,UN1,Urban: Nearer to a major town or city,Urban,172162
E00184299,UF1,Urban: Further from a major town or city,Urban,172163
E00184300,RSN1,Smaller rural: Nearer to a major town or city,Rural,172164
E00184301,UF1,Urban: Further from a major town or city,Urban,172165
E00184302,UF1,Urban: Further from a major town or city,Urban,172166
E00184303,UF1,Urban: Further from a major town or city,Urban,172167
E00184304,UF1,Urban: Further from a major town or city,Urban,172168
E00184305,UN1,Urban: Nearer to a major town or city,Urban,172169
E00184306,UF1,Urban: Further from a major town or city,Urban,172170
E00184307,UN1,Urban: Nearer to a major town or city,Urban,172171
E00184308,RLN1,Larger rural: Nearer to a major town or city,Rural,172172
E00184309,UF1,Urban: Further from a major town or city,Urban,172173
E00184310,UF1,Urban: Further from a major town or city,Urban,172174
E00184311,RLF1,Larger rural: Further from a major town or city,Rural,172175
E00184312,UN1,Urban: Nearer to a major town or city,Urban,172176
E00184313,RLF1,Larger rural: Further from a major town or city,Rural,172177
E00184314,RSF1,Smaller rural: Further from a major town or city,Rural,172178
E00184315,UF1,Urban: Further from a major town or city,Urban,172179
E00184316,UF1,Urban: Further from a major town or city,Urban,172180
E00184317,UF1,Urban: Further from a major town or city,Urban,172181
E00184318,UN1,Urban: Nearer to a major town or city,Urban,172182
E00184319,UF1,Urban: Further from a major town or city,Urban,172183
E00184320,UN1,Urban: Nearer to a major town or city,Urban,172184
E00184321,UF1,Urban: Further from a major town or city,Urban,172185
E00184322,UF1,Urban: Further from a major town or city,Urban,172186
E00184323,UN1,Urban: Nearer to a major town or city,Urban,172187
E00184324,UN1,Urban: Nearer to a major town or city,Urban,172188
E00184325,UF1,Urban: Further from a major town or city,Urban,172189
E00184326,UF1,Urban: Further from a major town or city,Urban,172190
E00184327,UN1,Urban: Nearer to a major town or city,Urban,172191
E00184328,UF1,Urban: Further from a major town or city,Urban,172192
E00184329,RSN1,Smaller rural: Nearer to a major town or city,Rural,172193
E00184330,UF1,Urban: Further from a major town or city,Urban,172194
E00184331,UF1,Urban: Further from a major town or city,Urban,172195
E00184332,RLF1,Larger rural: Further from a major town or city,Rural,172196
E00184333,UF1,Urban: Further from a major town or city,Urban,172197
E00184334,UF1,Urban: Further from a major town or city,Urban,172198
E00184335,UN1,Urban: Nearer to a major town or city,Urban,172199
E00184336,UN1,Urban: Nearer to a major town or city,Urban,172200
E00184337,UN1,Urban: Nearer to a major town or city,Urban,172201
E00184338,UN1,Urban: Nearer to a major town or city,Urban,172202
E00184145,UN1,Urban: Nearer to a major town or city,Urban,172203
E00183995,UN1,Urban: Nearer to a major town or city,Urban,172204
E00184260,UF1,Urban: Further from a major town or city,Urban,172205
E00184049,UN1,Urban: Nearer to a major town or city,Urban,172206
E00184198,UN1,Urban: Nearer to a major town or city,Urban,172207
E00184261,UF1,Urban: Further from a major town or city,Urban,172208
E00184050,UN1,Urban: Nearer to a major town or city,Urban,172209
E00184199,RSN1,Smaller rural: Nearer to a major town or city,Rural,172210
E00184146,RSF1,Smaller rural: Further from a major town or city,Rural,172211
E00183996,UN1,Urban: Nearer to a major town or city,Urban,172212
E00184262,UN1,Urban: Nearer to a major town or city,Urban,172213
E00184051,UN1,Urban: Nearer to a major town or city,Urban,172214
E00184052,UN1,Urban: Nearer to a major town or city,Urban,172215
E00184053,UN1,Urban: Nearer to a major town or city,Urban,172216
E00184054,UN1,Urban: Nearer to a major town or city,Urban,172217
E00184055,UN1,Urban: Nearer to a major town or city,Urban,172218
E00184056,UN1,Urban: Nearer to a major town or city,Urban,172219
E00184057,UN1,Urban: Nearer to a major town or city,Urban,172220
E00184058,UN1,Urban: Nearer to a major town or city,Urban,172221
E00184059,UN1,Urban: Nearer to a major town or city,Urban,172222
E00184060,UN1,Urban: Nearer to a major town or city,Urban,172223
E00184061,UN1,Urban: Nearer to a major town or city,Urban,172224
E00184062,UN1,Urban: Nearer to a major town or city,Urban,172225
E00184063,UN1,Urban: Nearer to a major town or city,Urban,172226
E00184064,UN1,Urban: Nearer to a major town or city,Urban,172227
E00184065,UN1,Urban: Nearer to a major town or city,Urban,172228
E00184066,UN1,Urban: Nearer to a major town or city,Urban,172229
E00184067,UN1,Urban: Nearer to a major town or city,Urban,172230
E00184068,UN1,Urban: Nearer to a major town or city,Urban,172231
E00184069,UN1,Urban: Nearer to a major town or city,Urban,172232
E00184070,UN1,Urban: Nearer to a major town or city,Urban,172233
E00184071,UN1,Urban: Nearer to a major town or city,Urban,172234
E00184072,UN1,Urban: Nearer to a major town or city,Urban,172235
E00184073,UN1,Urban: Nearer to a major town or city,Urban,172236
E00184074,UN1,Urban: Nearer to a major town or city,Urban,172237
E00184075,UN1,Urban: Nearer to a major town or city,Urban,172238
E00184076,UN1,Urban: Nearer to a major town or city,Urban,172239
E00184077,UN1,Urban: Nearer to a major town or city,Urban,172240
E00184078,UN1,Urban: Nearer to a major town or city,Urban,172241
E00184079,UN1,Urban: Nearer to a major town or city,Urban,172242
E00184080,UN1,Urban: Nearer to a major town or city,Urban,172243
E00184081,UN1,Urban: Nearer to a major town or city,Urban,172244
E00184082,UN1,Urban: Nearer to a major town or city,Urban,172245
E00184083,UN1,Urban: Nearer to a major town or city,Urban,172246
E00184084,UN1,Urban: Nearer to a major town or city,Urban,172247
E00184085,UN1,Urban: Nearer to a major town or city,Urban,172248
E00184086,UN1,Urban: Nearer to a major town or city,Urban,172249
E00184087,UN1,Urban: Nearer to a major town or city,Urban,172250
E00184088,UN1,Urban: Nearer to a major town or city,Urban,172251
E00184263,UF1,Urban: Further from a major town or city,Urban,172252
E00184264,UF1,Urban: Further from a major town or city,Urban,172253
E00184265,UF1,Urban: Further from a major town or city,Urban,172254
E00184266,RLN1,Larger rural: Nearer to a major town or city,Rural,172255
E00184267,RSF1,Smaller rural: Further from a major town or city,Rural,172256
E00184268,UN1,Urban: Nearer to a major town or city,Urban,172257
E00184269,UF1,Urban: Further from a major town or city,Urban,172258
E00184270,UF1,Urban: Further from a major town or city,Urban,172259
E00184271,UF1,Urban: Further from a major town or city,Urban,172260
E00184272,UF1,Urban: Further from a major town or city,Urban,172261
E00184273,RLN1,Larger rural: Nearer to a major town or city,Rural,172262
E00184274,UF1,Urban: Further from a major town or city,Urban,172263
E00184275,RLN1,Larger rural: Nearer to a major town or city,Rural,172264
E00183997,UN1,Urban: Nearer to a major town or city,Urban,172265
E00184276,RLN1,Larger rural: Nearer to a major town or city,Rural,172266
E00183998,UN1,Urban: Nearer to a major town or city,Urban,172267
E00184277,RSF1,Smaller rural: Further from a major town or city,Rural,172268
E00184278,UN1,Urban: Nearer to a major town or city,Urban,172269
E00184279,UF1,Urban: Further from a major town or city,Urban,172270
E00184280,UN1,Urban: Nearer to a major town or city,Urban,172271
E00184281,UN1,Urban: Nearer to a major town or city,Urban,172272
E00184282,UF1,Urban: Further from a major town or city,Urban,172273
E00184283,UF1,Urban: Further from a major town or city,Urban,172274
E00184284,UF1,Urban: Further from a major town or city,Urban,172275
E00184285,UF1,Urban: Further from a major town or city,Urban,172276
E00184286,UN1,Urban: Nearer to a major town or city,Urban,172277
E00184287,UN1,Urban: Nearer to a major town or city,Urban,172278
E00184288,UF1,Urban: Further from a major town or city,Urban,172279
E00184200,UN1,Urban: Nearer to a major town or city,Urban,172280
E00184147,UN1,Urban: Nearer to a major town or city,Urban,172281
E00184201,UN1,Urban: Nearer to a major town or city,Urban,172282
E00184202,UF1,Urban: Further from a major town or city,Urban,172283
E00184203,UF1,Urban: Further from a major town or city,Urban,172284
E00184204,UF1,Urban: Further from a major town or city,Urban,172285
E00184205,UF1,Urban: Further from a major town or city,Urban,172286
E00184206,UF1,Urban: Further from a major town or city,Urban,172287
E00184207,UN1,Urban: Nearer to a major town or city,Urban,172288
E00184208,UN1,Urban: Nearer to a major town or city,Urban,172289
E00184209,UN1,Urban: Nearer to a major town or city,Urban,172290
E00184210,RLF1,Larger rural: Further from a major town or city,Rural,172291
E00184211,UF1,Urban: Further from a major town or city,Urban,172292
E00184212,UN1,Urban: Nearer to a major town or city,Urban,172293
E00184213,UN1,Urban: Nearer to a major town or city,Urban,172294
E00184214,UF1,Urban: Further from a major town or city,Urban,172295
E00184215,UF1,Urban: Further from a major town or city,Urban,172296
E00184216,UF1,Urban: Further from a major town or city,Urban,172297
E00184148,UN1,Urban: Nearer to a major town or city,Urban,172298
E00183999,UN1,Urban: Nearer to a major town or city,Urban,172299
E00184217,UN1,Urban: Nearer to a major town or city,Urban,172300
E00184149,UF1,Urban: Further from a major town or city,Urban,172301
E00184000,UN1,Urban: Nearer to a major town or city,Urban,172302
E00184218,UF1,Urban: Further from a major town or city,Urban,172303
E00184150,UN1,Urban: Nearer to a major town or city,Urban,172304
E00184001,UN1,Urban: Nearer to a major town or city,Urban,172305
E00184219,UF1,Urban: Further from a major town or city,Urban,172306
E00184151,RSN1,Smaller rural: Nearer to a major town or city,Rural,172307
E00184002,UN1,Urban: Nearer to a major town or city,Urban,172308
E00184220,RLF1,Larger rural: Further from a major town or city,Rural,172309
E00184152,RSF1,Smaller rural: Further from a major town or city,Rural,172310
E00184003,UN1,Urban: Nearer to a major town or city,Urban,172311
E00184221,UF1,Urban: Further from a major town or city,Urban,172312
E00184153,RSF1,Smaller rural: Further from a major town or city,Rural,172313
E00184004,UN1,Urban: Nearer to a major town or city,Urban,172314
E00184222,UN1,Urban: Nearer to a major town or city,Urban,172315
E00184154,UN1,Urban: Nearer to a major town or city,Urban,172316
E00184005,UN1,Urban: Nearer to a major town or city,Urban,172317
E00184223,RSF1,Smaller rural: Further from a major town or city,Rural,172318
E00184155,UN1,Urban: Nearer to a major town or city,Urban,172319
E00184006,UN1,Urban: Nearer to a major town or city,Urban,172320
E00184224,UN1,Urban: Nearer to a major town or city,Urban,172321
E00184007,UN1,Urban: Nearer to a major town or city,Urban,172322
E00184225,UN1,Urban: Nearer to a major town or city,Urban,172323
E00184008,UN1,Urban: Nearer to a major town or city,Urban,172324
E00184156,RSF1,Smaller rural: Further from a major town or city,Rural,172325
E00184226,UN1,Urban: Nearer to a major town or city,Urban,172326
E00184009,UN1,Urban: Nearer to a major town or city,Urban,172327
E00184157,UN1,Urban: Nearer to a major town or city,Urban,172328
E00184227,UF1,Urban: Further from a major town or city,Urban,172329
E00184010,UN1,Urban: Nearer to a major town or city,Urban,172330
E00184158,UN1,Urban: Nearer to a major town or city,Urban,172331
E00184228,RSF1,Smaller rural: Further from a major town or city,Rural,172332
E00184011,UN1,Urban: Nearer to a major town or city,Urban,172333
E00184159,RLF1,Larger rural: Further from a major town or city,Rural,172334
E00184229,UN1,Urban: Nearer to a major town or city,Urban,172335
E00184012,UN1,Urban: Nearer to a major town or city,Urban,172336
E00184160,RLF1,Larger rural: Further from a major town or city,Rural,172337
E00184230,UF1,Urban: Further from a major town or city,Urban,172338
E00184013,UN1,Urban: Nearer to a major town or city,Urban,172339
E00184161,RLF1,Larger rural: Further from a major town or city,Rural,172340
E00184231,RLN1,Larger rural: Nearer to a major town or city,Rural,172341
E00184014,UN1,Urban: Nearer to a major town or city,Urban,172342
E00184162,UF1,Urban: Further from a major town or city,Urban,172343
E00184232,RLN1,Larger rural: Nearer to a major town or city,Rural,172344
E00184015,UN1,Urban: Nearer to a major town or city,Urban,172345
E00184163,UN1,Urban: Nearer to a major town or city,Urban,172346
E00184233,UF1,Urban: Further from a major town or city,Urban,172347
E00184016,UN1,Urban: Nearer to a major town or city,Urban,172348
E00184164,UF1,Urban: Further from a major town or city,Urban,172349
E00184234,UN1,Urban: Nearer to a major town or city,Urban,172350
E00184017,UN1,Urban: Nearer to a major town or city,Urban,172351
E00184165,UN1,Urban: Nearer to a major town or city,Urban,172352
E00184235,RLF1,Larger rural: Further from a major town or city,Rural,172353
E00184018,UN1,Urban: Nearer to a major town or city,Urban,172354
E00184166,UF1,Urban: Further from a major town or city,Urban,172355
E00184236,UF1,Urban: Further from a major town or city,Urban,172356
E00184019,UN1,Urban: Nearer to a major town or city,Urban,172357
E00184167,RLF1,Larger rural: Further from a major town or city,Rural,172358
E00184237,UN1,Urban: Nearer to a major town or city,Urban,172359
E00184020,UN1,Urban: Nearer to a major town or city,Urban,172360
E00184168,UN1,Urban: Nearer to a major town or city,Urban,172361
E00184238,UN1,Urban: Nearer to a major town or city,Urban,172362
E00184021,UN1,Urban: Nearer to a major town or city,Urban,172363
E00184169,UF1,Urban: Further from a major town or city,Urban,172364
E00184022,UN1,Urban: Nearer to a major town or city,Urban,172365
E00184170,RLF1,Larger rural: Further from a major town or city,Rural,172366
