OA21CD,RUC21CD,RUC21NM,Urban_rural_flag,ObjectId
E00000124,UN1,Urban: Nearer to a major town or city,Urban,1
E00000125,UN1,Urban: Nearer to a major town or city,Urban,2
E00000128,UN1,Urban: Nearer to a major town or city,Urban,3
E00000129,UN1,Urban: Nearer to a major town or city,Urban,4
E00000130,UN1,Urban: Nearer to a major town or city,Urban,5
E00000131,UN1,Urban: Nearer to a major town or city,Urban,6
E00000132,UN1,Urban: Nearer to a major town or city,Urban,7
E00000133,UN1,Urban: Nearer to a major town or city,Urban,8
E00000134,UN1,Urban: Nearer to a major town or city,Urban,9
E00000135,UN1,Urban: Nearer to a major town or city,Urban,10
E00000136,UN1,Urban: Nearer to a major town or city,Urban,11
E00000137,UN1,Urban: Nearer to a major town or city,Urban,12
E00000138,UN1,Urban: Nearer to a major town or city,Urban,13
E00000139,UN1,Urban: Nearer to a major town or city,Urban,14
E00000140,UN1,Urban: Nearer to a major town or city,Urban,15
E00000141,UN1,Urban: Nearer to a major town or city,Urban,16
E00000142,UN1,Urban: Nearer to a major town or city,Urban,17
E00000143,UN1,Urban: Nearer to a major town or city,Urban,18
E00000144,UN1,Urban: Nearer to a major town or city,Urban,19
E00000145,UN1,Urban: Nearer to a major town or city,Urban,20
E00000146,UN1,Urban: Nearer to a major town or city,Urban,21
E00000147,UN1,Urban: Nearer to a major town or city,Urban,22
E00000148,UN1,Urban: Nearer to a major town or city,Urban,23
E00000149,UN1,Urban: Nearer to a major town or city,Urban,24
E00000150,UN1,Urban: Nearer to a major town or city,Urban,25
E00000151,UN1,Urban: Nearer to a major town or city,Urban,26
E00000152,UN1,Urban: Nearer to a major town or city,Urban,27
E00000153,UN1,Urban: Nearer to a major town or city,Urban,28
E00000154,UN1,Urban: Nearer to a major town or city,Urban,29
E00000155,UN1,Urban: Nearer to a major town or city,Urban,30
E00000156,UN1,Urban: Nearer to a major town or city,Urban,31
E00000157,UN1,Urban: Nearer to a major town or city,Urban,32
E00000158,UN1,Urban: Nearer to a major town or city,Urban,33
E00000159,UN1,Urban: Nearer to a major town or city,Urban,34
E00000160,UN1,Urban: Nearer to a major town or city,Urban,35
E00000161,UN1,Urban: Nearer to a major town or city,Urban,36
E00000162,UN1,Urban: Nearer to a major town or city,Urban,37
E00000163,UN1,Urban: Nearer to a major town or city,Urban,38
E00000164,UN1,Urban: Nearer to a major town or city,Urban,39
E00000165,UN1,Urban: Nearer to a major town or city,Urban,40
E00000166,UN1,Urban: Nearer to a major town or city,Urban,41
E00000167,UN1,Urban: Nearer to a major town or city,Urban,42
E00000168,UN1,Urban: Nearer to a major town or city,Urban,43
E00000169,UN1,Urban: Nearer to a major town or city,Urban,44
E00000170,UN1,Urban: Nearer to a major town or city,Urban,45
E00000171,UN1,Urban: Nearer to a major town or city,Urban,46
E00000172,UN1,Urban: Nearer to a major town or city,Urban,47
E00000173,UN1,Urban: Nearer to a major town or city,Urban,48
E00000174,UN1,Urban: Nearer to a major town or city,Urban,49
E00000175,UN1,Urban: Nearer to a major town or city,Urban,50
E00000337,UN1,Urban: Nearer to a major town or city,Urban,51
E00000338,UN1,Urban: Nearer to a major town or city,Urban,52
E00000340,UN1,Urban: Nearer to a major town or city,Urban,53
E00000341,UN1,Urban: Nearer to a major town or city,Urban,54
E00000342,UN1,Urban: Nearer to a major town or city,Urban,55
E00000343,UN1,Urban: Nearer to a major town or city,Urban,56
E00000344,UN1,Urban: Nearer to a major town or city,Urban,57
E00000345,UN1,Urban: Nearer to a major town or city,Urban,58
E00000346,UN1,Urban: Nearer to a major town or city,Urban,59
E00000347,UN1,Urban: Nearer to a major town or city,Urban,60
E00000348,UN1,Urban: Nearer to a major town or city,Urban,61
E00000349,UN1,Urban: Nearer to a major town or city,Urban,62
E00000350,UN1,Urban: Nearer to a major town or city,Urban,63
E00000351,UN1,Urban: Nearer to a major town or city,Urban,64
E00000353,UN1,Urban: Nearer to a major town or city,Urban,65
E00000354,UN1,Urban: Nearer to a major town or city,Urban,66
E00000355,UN1,Urban: Nearer to a major town or city,Urban,67
E00000356,UN1,Urban: Nearer to a major town or city,Urban,68
E00000357,UN1,Urban: Nearer to a major town or city,Urban,69
E00000358,UN1,Urban: Nearer to a major town or city,Urban,70
E00000360,UN1,Urban: Nearer to a major town or city,Urban,71
E00000361,UN1,Urban: Nearer to a major town or city,Urban,72
E00000362,UN1,Urban: Nearer to a major town or city,Urban,73
E00000363,UN1,Urban: Nearer to a major town or city,Urban,74
E00000364,UN1,Urban: Nearer to a major town or city,Urban,75
E00000365,UN1,Urban: Nearer to a major town or city,Urban,76
E00000366,UN1,Urban: Nearer to a major town or city,Urban,77
E00000367,UN1,Urban: Nearer to a major town or city,Urban,78
E00000368,UN1,Urban: Nearer to a major town or city,Urban,79
E00000369,UN1,Urban: Nearer to a major town or city,Urban,80
E00000370,UN1,Urban: Nearer to a major town or city,Urban,81
E00000371,UN1,Urban: Nearer to a major town or city,Urban,82
E00000372,UN1,Urban: Nearer to a major town or city,Urban,83
E00000373,UN1,Urban: Nearer to a major town or city,Urban,84
E00000374,UN1,Urban: Nearer to a major town or city,Urban,85
E00000375,UN1,Urban: Nearer to a major town or city,Urban,86
E00000376,UN1,Urban: Nearer to a major town or city,Urban,87
E00000377,UN1,Urban: Nearer to a major town or city,Urban,88
E00000378,UN1,Urban: Nearer to a major town or city,Urban,89
E00000379,UN1,Urban: Nearer to a major town or city,Urban,90
E00000380,UN1,Urban: Nearer to a major town or city,Urban,91
E00000381,UN1,Urban: Nearer to a major town or city,Urban,92
E00000382,UN1,Urban: Nearer to a major town or city,Urban,93
E00000383,UN1,Urban: Nearer to a major town or city,Urban,94
E00000384,UN1,Urban: Nearer to a major town or city,Urban,95
E00000385,UN1,Urban: Nearer to a major town or city,Urban,96
E00000386,UN1,Urban: Nearer to a major town or city,Urban,97
E00000387,UN1,Urban: Nearer to a major town or city,Urban,98
E00000388,UN1,Urban: Nearer to a major town or city,Urban,99
E00000389,UN1,Urban: Nearer to a major town or city,Urban,100
E00000176,UN1,Urban: Nearer to a major town or city,Urban,101
E00000177,UN1,Urban: Nearer to a major town or city,Urban,102
E00000178,UN1,Urban: Nearer to a major town or city,Urban,103
E00000179,UN1,Urban: Nearer to a major town or city,Urban,104
E00000180,UN1,Urban: Nearer to a major town or city,Urban,105
E00000181,UN1,Urban: Nearer to a major town or city,Urban,106
E00000182,UN1,Urban: Nearer to a major town or city,Urban,107
E00000183,UN1,Urban: Nearer to a major town or city,Urban,108
E00000184,UN1,Urban: Nearer to a major town or city,Urban,109
E00000185,UN1,Urban: Nearer to a major town or city,Urban,110
E00000186,UN1,Urban: Nearer to a major town or city,Urban,111
E00000187,UN1,Urban: Nearer to a major town or city,Urban,112
E00000188,UN1,Urban: Nearer to a major town or city,Urban,113
E00000189,UN1,Urban: Nearer to a major town or city,Urban,114
E00000190,UN1,Urban: Nearer to a major town or city,Urban,115
E00000191,UN1,Urban: Nearer to a major town or city,Urban,116
E00000192,UN1,Urban: Nearer to a major town or city,Urban,117
E00000193,UN1,Urban: Nearer to a major town or city,Urban,118
E00000194,UN1,Urban: Nearer to a major town or city,Urban,119
E00000195,UN1,Urban: Nearer to a major town or city,Urban,120
E00000196,UN1,Urban: Nearer to a major town or city,Urban,121
E00000197,UN1,Urban: Nearer to a major town or city,Urban,122
E00000198,UN1,Urban: Nearer to a major town or city,Urban,123
E00000199,UN1,Urban: Nearer to a major town or city,Urban,124
E00000200,UN1,Urban: Nearer to a major town or city,Urban,125
E00000201,UN1,Urban: Nearer to a major town or city,Urban,126
E00000202,UN1,Urban: Nearer to a major town or city,Urban,127
E00000203,UN1,Urban: Nearer to a major town or city,Urban,128
E00000204,UN1,Urban: Nearer to a major town or city,Urban,129
E00000205,UN1,Urban: Nearer to a major town or city,Urban,130
E00000206,UN1,Urban: Nearer to a major town or city,Urban,131
E00000207,UN1,Urban: Nearer to a major town or city,Urban,132
E00000208,UN1,Urban: Nearer to a major town or city,Urban,133
E00000209,UN1,Urban: Nearer to a major town or city,Urban,134
E00000210,UN1,Urban: Nearer to a major town or city,Urban,135
E00000211,UN1,Urban: Nearer to a major town or city,Urban,136
E00000212,UN1,Urban: Nearer to a major town or city,Urban,137
E00000213,UN1,Urban: Nearer to a major town or city,Urban,138
E00000214,UN1,Urban: Nearer to a major town or city,Urban,139
E00000215,UN1,Urban: Nearer to a major town or city,Urban,140
E00000216,UN1,Urban: Nearer to a major town or city,Urban,141
E00000217,UN1,Urban: Nearer to a major town or city,Urban,142
E00000218,UN1,Urban: Nearer to a major town or city,Urban,143
E00000219,UN1,Urban: Nearer to a major town or city,Urban,144
E00000220,UN1,Urban: Nearer to a major town or city,Urban,145
E00000221,UN1,Urban: Nearer to a major town or city,Urban,146
E00000222,UN1,Urban: Nearer to a major town or city,Urban,147
E00000223,UN1,Urban: Nearer to a major town or city,Urban,148
E00000224,UN1,Urban: Nearer to a major town or city,Urban,149
E00000225,UN1,Urban: Nearer to a major town or city,Urban,150
E00000073,UN1,Urban: Nearer to a major town or city,Urban,151
E00000074,UN1,Urban: Nearer to a major town or city,Urban,152
E00000075,UN1,Urban: Nearer to a major town or city,Urban,153
E00000076,UN1,Urban: Nearer to a major town or city,Urban,154
E00000077,UN1,Urban: Nearer to a major town or city,Urban,155
E00000078,UN1,Urban: Nearer to a major town or city,Urban,156
E00000079,UN1,Urban: Nearer to a major town or city,Urban,157
E00000080,UN1,Urban: Nearer to a major town or city,Urban,158
E00000081,UN1,Urban: Nearer to a major town or city,Urban,159
E00000082,UN1,Urban: Nearer to a major town or city,Urban,160
E00000083,UN1,Urban: Nearer to a major town or city,Urban,161
E00000084,UN1,Urban: Nearer to a major town or city,Urban,162
E00000085,UN1,Urban: Nearer to a major town or city,Urban,163
E00000086,UN1,Urban: Nearer to a major town or city,Urban,164
E00000087,UN1,Urban: Nearer to a major town or city,Urban,165
E00000088,UN1,Urban: Nearer to a major town or city,Urban,166
E00000089,UN1,Urban: Nearer to a major town or city,Urban,167
E00000090,UN1,Urban: Nearer to a major town or city,Urban,168
E00000091,UN1,Urban: Nearer to a major town or city,Urban,169
E00000092,UN1,Urban: Nearer to a major town or city,Urban,170
E00000093,UN1,Urban: Nearer to a major town or city,Urban,171
E00000094,UN1,Urban: Nearer to a major town or city,Urban,172
E00000095,UN1,Urban: Nearer to a major town or city,Urban,173
E00000096,UN1,Urban: Nearer to a major town or city,Urban,174
E00000097,UN1,Urban: Nearer to a major town or city,Urban,175
E00000098,UN1,Urban: Nearer to a major town or city,Urban,176
E00000099,UN1,Urban: Nearer to a major town or city,Urban,177
E00000100,UN1,Urban: Nearer to a major town or city,Urban,178
E00000101,UN1,Urban: Nearer to a major town or city,Urban,179
E00000102,UN1,Urban: Nearer to a major town or city,Urban,180
E00000103,UN1,Urban: Nearer to a major town or city,Urban,181
E00000104,UN1,Urban: Nearer to a major town or city,Urban,182
E00000106,UN1,Urban: Nearer to a major town or city,Urban,183
E00000107,UN1,Urban: Nearer to a major town or city,Urban,184
E00000108,UN1,Urban: Nearer to a major town or city,Urban,185
E00000109,UN1,Urban: Nearer to a major town or city,Urban,186
E00000110,UN1,Urban: Nearer to a major town or city,Urban,187
E00000111,UN1,Urban: Nearer to a major town or city,Urban,188
E00000112,UN1,Urban: Nearer to a major town or city,Urban,189
E00000113,UN1,Urban: Nearer to a major town or city,Urban,190
E00000114,UN1,Urban: Nearer to a major town or city,Urban,191
E00000115,UN1,Urban: Nearer to a major town or city,Urban,192
E00000116,UN1,Urban: Nearer to a major town or city,Urban,193
E00000117,UN1,Urban: Nearer to a major town or city,Urban,194
E00000118,UN1,Urban: Nearer to a major town or city,Urban,195
E00000119,UN1,Urban: Nearer to a major town or city,Urban,196
E00000120,UN1,Urban: Nearer to a major town or city,Urban,197
E00000121,UN1,Urban: Nearer to a major town or city,Urban,198
E00000122,UN1,Urban: Nearer to a major town or city,Urban,199
E00000123,UN1,Urban: Nearer to a major town or city,Urban,200
E00000001,UN1,Urban: Nearer to a major town or city,Urban,201
E00000003,UN1,Urban: Nearer to a major town or city,Urban,202
E00000005,UN1,Urban: Nearer to a major town or city,Urban,203
E00000007,UN1,Urban: Nearer to a major town or city,Urban,204
E00000010,UN1,Urban: Nearer to a major town or city,Urban,205
E00000013,UN1,Urban: Nearer to a major town or city,Urban,206
E00000018,UN1,Urban: Nearer to a major town or city,Urban,207
E00000019,UN1,Urban: Nearer to a major town or city,Urban,208
E00000020,UN1,Urban: Nearer to a major town or city,Urban,209
E00000021,UN1,Urban: Nearer to a major town or city,Urban,210
E00000022,UN1,Urban: Nearer to a major town or city,Urban,211
E00000023,UN1,Urban: Nearer to a major town or city,Urban,212
E00000024,UN1,Urban: Nearer to a major town or city,Urban,213
E00000025,UN1,Urban: Nearer to a major town or city,Urban,214
E00000028,UN1,Urban: Nearer to a major town or city,Urban,215
E00000029,UN1,Urban: Nearer to a major town or city,Urban,216
E00000030,UN1,Urban: Nearer to a major town or city,Urban,217
E00000031,UN1,Urban: Nearer to a major town or city,Urban,218
E00000032,UN1,Urban: Nearer to a major town or city,Urban,219
E00000037,UN1,Urban: Nearer to a major town or city,Urban,220
E00000038,UN1,Urban: Nearer to a major town or city,Urban,221
E00000039,UN1,Urban: Nearer to a major town or city,Urban,222
E00000040,UN1,Urban: Nearer to a major town or city,Urban,223
E00000041,UN1,Urban: Nearer to a major town or city,Urban,224
E00000042,UN1,Urban: Nearer to a major town or city,Urban,225
E00000043,UN1,Urban: Nearer to a major town or city,Urban,226
E00000045,UN1,Urban: Nearer to a major town or city,Urban,227
E00000046,UN1,Urban: Nearer to a major town or city,Urban,228
E00000048,UN1,Urban: Nearer to a major town or city,Urban,229
E00000049,UN1,Urban: Nearer to a major town or city,Urban,230
E00000050,UN1,Urban: Nearer to a major town or city,Urban,231
E00000051,UN1,Urban: Nearer to a major town or city,Urban,232
E00000052,UN1,Urban: Nearer to a major town or city,Urban,233
E00000053,UN1,Urban: Nearer to a major town or city,Urban,234
E00000054,UN1,Urban: Nearer to a major town or city,Urban,235
E00000055,UN1,Urban: Nearer to a major town or city,Urban,236
E00000056,UN1,Urban: Nearer to a major town or city,Urban,237
E00000057,UN1,Urban: Nearer to a major town or city,Urban,238
E00000059,UN1,Urban: Nearer to a major town or city,Urban,239
E00000060,UN1,Urban: Nearer to a major town or city,Urban,240
E00000061,UN1,Urban: Nearer to a major town or city,Urban,241
E00000063,UN1,Urban: Nearer to a major town or city,Urban,242
E00000064,UN1,Urban: Nearer to a major town or city,Urban,243
E00000066,UN1,Urban: Nearer to a major town or city,Urban,244
E00000067,UN1,Urban: Nearer to a major town or city,Urban,245
E00000068,UN1,Urban: Nearer to a major town or city,Urban,246
E00000069,UN1,Urban: Nearer to a major town or city,Urban,247
E00000070,UN1,Urban: Nearer to a major town or city,Urban,248
E00000071,UN1,Urban: Nearer to a major town or city,Urban,249
E00000072,UN1,Urban: Nearer to a major town or city,Urban,250
E00000226,UN1,Urban: Nearer to a major town or city,Urban,251
E00000227,UN1,Urban: Nearer to a major town or city,Urban,252
E00000228,UN1,Urban: Nearer to a major town or city,Urban,253
E00000229,UN1,Urban: Nearer to a major town or city,Urban,254
E00000230,UN1,Urban: Nearer to a major town or city,Urban,255
E00000231,UN1,Urban: Nearer to a major town or city,Urban,256
E00000232,UN1,Urban: Nearer to a major town or city,Urban,257
E00000234,UN1,Urban: Nearer to a major town or city,Urban,258
E00000236,UN1,Urban: Nearer to a major town or city,Urban,259
E00000237,UN1,Urban: Nearer to a major town or city,Urban,260
E00000238,UN1,Urban: Nearer to a major town or city,Urban,261
E00000240,UN1,Urban: Nearer to a major town or city,Urban,262
E00000243,UN1,Urban: Nearer to a major town or city,Urban,263
E00000244,UN1,Urban: Nearer to a major town or city,Urban,264
E00000245,UN1,Urban: Nearer to a major town or city,Urban,265
E00000246,UN1,Urban: Nearer to a major town or city,Urban,266
E00000247,UN1,Urban: Nearer to a major town or city,Urban,267
E00000249,UN1,Urban: Nearer to a major town or city,Urban,268
E00000251,UN1,Urban: Nearer to a major town or city,Urban,269
E00000252,UN1,Urban: Nearer to a major town or city,Urban,270
E00000253,UN1,Urban: Nearer to a major town or city,Urban,271
E00000255,UN1,Urban: Nearer to a major town or city,Urban,272
E00000256,UN1,Urban: Nearer to a major town or city,Urban,273
E00000257,UN1,Urban: Nearer to a major town or city,Urban,274
E00000258,UN1,Urban: Nearer to a major town or city,Urban,275
E00000259,UN1,Urban: Nearer to a major town or city,Urban,276
E00000260,UN1,Urban: Nearer to a major town or city,Urban,277
E00000261,UN1,Urban: Nearer to a major town or city,Urban,278
E00000263,UN1,Urban: Nearer to a major town or city,Urban,279
E00000265,UN1,Urban: Nearer to a major town or city,Urban,280
E00000266,UN1,Urban: Nearer to a major town or city,Urban,281
E00000267,UN1,Urban: Nearer to a major town or city,Urban,282
E00000268,UN1,Urban: Nearer to a major town or city,Urban,283
E00000269,UN1,Urban: Nearer to a major town or city,Urban,284
E00000270,UN1,Urban: Nearer to a major town or city,Urban,285
E00000271,UN1,Urban: Nearer to a major town or city,Urban,286
E00000272,UN1,Urban: Nearer to a major town or city,Urban,287
E00000273,UN1,Urban: Nearer to a major town or city,Urban,288
E00000274,UN1,Urban: Nearer to a major town or city,Urban,289
E00000275,UN1,Urban: Nearer to a major town or city,Urban,290
E00000276,UN1,Urban: Nearer to a major town or city,Urban,291
E00000277,UN1,Urban: Nearer to a major town or city,Urban,292
E00000278,UN1,Urban: Nearer to a major town or city,Urban,293
E00000279,UN1,Urban: Nearer to a major town or city,Urban,294
E00000280,UN1,Urban: Nearer to a major town or city,Urban,295
E00000282,UN1,Urban: Nearer to a major town or city,Urban,296
E00000283,UN1,Urban: Nearer to a major town or city,Urban,297
E00000284,UN1,Urban: Nearer to a major town or city,Urban,298
E00000285,UN1,Urban: Nearer to a major town or city,Urban,299
E00000286,UN1,Urban: Nearer to a major town or city,Urban,300
E00000390,UN1,Urban: Nearer to a major town or city,Urban,301
E00000391,UN1,Urban: Nearer to a major town or city,Urban,302
E00000392,UN1,Urban: Nearer to a major town or city,Urban,303
E00000393,UN1,Urban: Nearer to a major town or city,Urban,304
E00000394,UN1,Urban: Nearer to a major town or city,Urban,305
E00000395,UN1,Urban: Nearer to a major town or city,Urban,306
E00000396,UN1,Urban: Nearer to a major town or city,Urban,307
E00000397,UN1,Urban: Nearer to a major town or city,Urban,308
E00000398,UN1,Urban: Nearer to a major town or city,Urban,309
E00000399,UN1,Urban: Nearer to a major town or city,Urban,310
E00000400,UN1,Urban: Nearer to a major town or city,Urban,311
E00000401,UN1,Urban: Nearer to a major town or city,Urban,312
E00000402,UN1,Urban: Nearer to a major town or city,Urban,313
E00000403,UN1,Urban: Nearer to a major town or city,Urban,314
E00000404,UN1,Urban: Nearer to a major town or city,Urban,315
E00000405,UN1,Urban: Nearer to a major town or city,Urban,316
E00000406,UN1,Urban: Nearer to a major town or city,Urban,317
E00000407,UN1,Urban: Nearer to a major town or city,Urban,318
E00000408,UN1,Urban: Nearer to a major town or city,Urban,319
E00000409,UN1,Urban: Nearer to a major town or city,Urban,320
E00000410,UN1,Urban: Nearer to a major town or city,Urban,321
E00000411,UN1,Urban: Nearer to a major town or city,Urban,322
E00000412,UN1,Urban: Nearer to a major town or city,Urban,323
E00000413,UN1,Urban: Nearer to a major town or city,Urban,324
E00000414,UN1,Urban: Nearer to a major town or city,Urban,325
E00000415,UN1,Urban: Nearer to a major town or city,Urban,326
E00000416,UN1,Urban: Nearer to a major town or city,Urban,327
E00000417,UN1,Urban: Nearer to a major town or city,Urban,328
E00000418,UN1,Urban: Nearer to a major town or city,Urban,329
E00000419,UN1,Urban: Nearer to a major town or city,Urban,330
E00000420,UN1,Urban: Nearer to a major town or city,Urban,331
E00000421,UN1,Urban: Nearer to a major town or city,Urban,332
E00000422,UN1,Urban: Nearer to a major town or city,Urban,333
E00000423,UN1,Urban: Nearer to a major town or city,Urban,334
E00000424,UN1,Urban: Nearer to a major town or city,Urban,335
E00000425,UN1,Urban: Nearer to a major town or city,Urban,336
E00000426,UN1,Urban: Nearer to a major town or city,Urban,337
E00000427,UN1,Urban: Nearer to a major town or city,Urban,338
E00000428,UN1,Urban: Nearer to a major town or city,Urban,339
E00000429,UN1,Urban: Nearer to a major town or city,Urban,340
E00000430,UN1,Urban: Nearer to a major town or city,Urban,341
E00000431,UN1,Urban: Nearer to a major town or city,Urban,342
E00000432,UN1,Urban: Nearer to a major town or city,Urban,343
E00000433,UN1,Urban: Nearer to a major town or city,Urban,344
E00000434,UN1,Urban: Nearer to a major town or city,Urban,345
E00000435,UN1,Urban: Nearer to a major town or city,Urban,346
E00000436,UN1,Urban: Nearer to a major town or city,Urban,347
E00000437,UN1,Urban: Nearer to a major town or city,Urban,348
E00000438,UN1,Urban: Nearer to a major town or city,Urban,349
E00000439,UN1,Urban: Nearer to a major town or city,Urban,350
E00000287,UN1,Urban: Nearer to a major town or city,Urban,351
E00000288,UN1,Urban: Nearer to a major town or city,Urban,352
E00000289,UN1,Urban: Nearer to a major town or city,Urban,353
E00000290,UN1,Urban: Nearer to a major town or city,Urban,354
E00000291,UN1,Urban: Nearer to a major town or city,Urban,355
E00000292,UN1,Urban: Nearer to a major town or city,Urban,356
E00000293,UN1,Urban: Nearer to a major town or city,Urban,357
E00000294,UN1,Urban: Nearer to a major town or city,Urban,358
E00000295,UN1,Urban: Nearer to a major town or city,Urban,359
E00000296,UN1,Urban: Nearer to a major town or city,Urban,360
E00000297,UN1,Urban: Nearer to a major town or city,Urban,361
E00000298,UN1,Urban: Nearer to a major town or city,Urban,362
E00000299,UN1,Urban: Nearer to a major town or city,Urban,363
E00000300,UN1,Urban: Nearer to a major town or city,Urban,364
E00000301,UN1,Urban: Nearer to a major town or city,Urban,365
E00000302,UN1,Urban: Nearer to a major town or city,Urban,366
E00000303,UN1,Urban: Nearer to a major town or city,Urban,367
E00000304,UN1,Urban: Nearer to a major town or city,Urban,368
E00000305,UN1,Urban: Nearer to a major town or city,Urban,369
E00000306,UN1,Urban: Nearer to a major town or city,Urban,370
E00000307,UN1,Urban: Nearer to a major town or city,Urban,371
E00000308,UN1,Urban: Nearer to a major town or city,Urban,372
E00000309,UN1,Urban: Nearer to a major town or city,Urban,373
E00000310,UN1,Urban: Nearer to a major town or city,Urban,374
E00000311,UN1,Urban: Nearer to a major town or city,Urban,375
E00000312,UN1,Urban: Nearer to a major town or city,Urban,376
E00000313,UN1,Urban: Nearer to a major town or city,Urban,377
E00000314,UN1,Urban: Nearer to a major town or city,Urban,378
E00000315,UN1,Urban: Nearer to a major town or city,Urban,379
E00000316,UN1,Urban: Nearer to a major town or city,Urban,380
E00000317,UN1,Urban: Nearer to a major town or city,Urban,381
E00000318,UN1,Urban: Nearer to a major town or city,Urban,382
E00000319,UN1,Urban: Nearer to a major town or city,Urban,383
E00000320,UN1,Urban: Nearer to a major town or city,Urban,384
E00000321,UN1,Urban: Nearer to a major town or city,Urban,385
E00000322,UN1,Urban: Nearer to a major town or city,Urban,386
E00000323,UN1,Urban: Nearer to a major town or city,Urban,387
E00000324,UN1,Urban: Nearer to a major town or city,Urban,388
E00000325,UN1,Urban: Nearer to a major town or city,Urban,389
E00000326,UN1,Urban: Nearer to a major town or city,Urban,390
E00000327,UN1,Urban: Nearer to a major town or city,Urban,391
E00000328,UN1,Urban: Nearer to a major town or city,Urban,392
E00000329,UN1,Urban: Nearer to a major town or city,Urban,393
E00000330,UN1,Urban: Nearer to a major town or city,Urban,394
E00000331,UN1,Urban: Nearer to a major town or city,Urban,395
E00000332,UN1,Urban: Nearer to a major town or city,Urban,396
E00000333,UN1,Urban: Nearer to a major town or city,Urban,397
E00000334,UN1,Urban: Nearer to a major town or city,Urban,398
E00000335,UN1,Urban: Nearer to a major town or city,Urban,399
E00000336,UN1,Urban: Nearer to a major town or city,Urban,400
E00000652,UN1,Urban: Nearer to a major town or city,Urban,401
E00000653,UN1,Urban: Nearer to a major town or city,Urban,402
E00000654,UN1,Urban: Nearer to a major town or city,Urban,403
E00000655,UN1,Urban: Nearer to a major town or city,Urban,404
E00000656,UN1,Urban: Nearer to a major town or city,Urban,405
E00000657,UN1,Urban: Nearer to a major town or city,Urban,406
E00000658,UN1,Urban: Nearer to a major town or city,Urban,407
E00000659,UN1,Urban: Nearer to a major town or city,Urban,408
E00000660,UN1,Urban: Nearer to a major town or city,Urban,409
E00000661,UN1,Urban: Nearer to a major town or city,Urban,410
E00000662,UN1,Urban: Nearer to a major town or city,Urban,411
E00000663,UN1,Urban: Nearer to a major town or city,Urban,412
E00000664,UN1,Urban: Nearer to a major town or city,Urban,413
E00000666,UN1,Urban: Nearer to a major town or city,Urban,414
E00000667,UN1,Urban: Nearer to a major town or city,Urban,415
E00000668,UN1,Urban: Nearer to a major town or city,Urban,416
E00000669,UN1,Urban: Nearer to a major town or city,Urban,417
E00000670,UN1,Urban: Nearer to a major town or city,Urban,418
E00000671,UN1,Urban: Nearer to a major town or city,Urban,419
E00000672,UN1,Urban: Nearer to a major town or city,Urban,420
E00000674,UN1,Urban: Nearer to a major town or city,Urban,421
E00000675,UN1,Urban: Nearer to a major town or city,Urban,422
E00000676,UN1,Urban: Nearer to a major town or city,Urban,423
E00000677,UN1,Urban: Nearer to a major town or city,Urban,424
E00000678,UN1,Urban: Nearer to a major town or city,Urban,425
E00000679,UN1,Urban: Nearer to a major town or city,Urban,426
E00000681,UN1,Urban: Nearer to a major town or city,Urban,427
E00000682,UN1,Urban: Nearer to a major town or city,Urban,428
E00000683,UN1,Urban: Nearer to a major town or city,Urban,429
E00000684,UN1,Urban: Nearer to a major town or city,Urban,430
E00000685,UN1,Urban: Nearer to a major town or city,Urban,431
E00000686,UN1,Urban: Nearer to a major town or city,Urban,432
E00000687,UN1,Urban: Nearer to a major town or city,Urban,433
E00000688,UN1,Urban: Nearer to a major town or city,Urban,434
E00000689,UN1,Urban: Nearer to a major town or city,Urban,435
E00000690,UN1,Urban: Nearer to a major town or city,Urban,436
E00000691,UN1,Urban: Nearer to a major town or city,Urban,437
E00000692,UN1,Urban: Nearer to a major town or city,Urban,438
E00000693,UN1,Urban: Nearer to a major town or city,Urban,439
E00000694,UN1,Urban: Nearer to a major town or city,Urban,440
E00000695,UN1,Urban: Nearer to a major town or city,Urban,441
E00000771,UN1,Urban: Nearer to a major town or city,Urban,442
E00000697,UN1,Urban: Nearer to a major town or city,Urban,443
E00000698,UN1,Urban: Nearer to a major town or city,Urban,444
E00000699,UN1,Urban: Nearer to a major town or city,Urban,445
E00000700,UN1,Urban: Nearer to a major town or city,Urban,446
E00000701,UN1,Urban: Nearer to a major town or city,Urban,447
E00000702,UN1,Urban: Nearer to a major town or city,Urban,448
E00000703,UN1,Urban: Nearer to a major town or city,Urban,449
E00000704,UN1,Urban: Nearer to a major town or city,Urban,450
E00000705,UN1,Urban: Nearer to a major town or city,Urban,451
E00000440,UN1,Urban: Nearer to a major town or city,Urban,452
E00000772,UN1,Urban: Nearer to a major town or city,Urban,453
E00000773,UN1,Urban: Nearer to a major town or city,Urban,454
E00000774,UN1,Urban: Nearer to a major town or city,Urban,455
E00000775,UN1,Urban: Nearer to a major town or city,Urban,456
E00000776,UN1,Urban: Nearer to a major town or city,Urban,457
E00000777,UN1,Urban: Nearer to a major town or city,Urban,458
E00000778,UN1,Urban: Nearer to a major town or city,Urban,459
E00000779,UN1,Urban: Nearer to a major town or city,Urban,460
E00000780,UN1,Urban: Nearer to a major town or city,Urban,461
E00000781,UN1,Urban: Nearer to a major town or city,Urban,462
E00000782,UN1,Urban: Nearer to a major town or city,Urban,463
E00000783,UN1,Urban: Nearer to a major town or city,Urban,464
E00000785,UN1,Urban: Nearer to a major town or city,Urban,465
